date,product,demand,price,day_of_week,month,is_weekend,promotion
2010-04-29,Garden & Outdoor,2334,3.86,3,4,0,0
2010-04-30,Garden & Outdoor,1772,3.25,4,4,0,0
2010-05-01,Garden & Outdoor,0,3.25,5,5,1,0
2010-05-02,Garden & Outdoor,716,2.73,6,5,1,0
2010-05-03,Garden & Outdoor,0,2.73,0,5,0,0
2010-05-04,Garden & Outdoor,1800,3.68,1,5,0,0
2010-05-05,Garden & Outdoor,2497,3.48,2,5,0,0
2010-05-06,Garden & Outdoor,3361,3.34,3,5,0,0
2010-05-07,Garden & Outdoor,3885,3.01,4,5,0,0
2010-05-08,Garden & Outdoor,0,3.01,5,5,1,0
2010-05-09,Garden & Outdoor,1647,3.26,6,5,1,0
2010-05-10,Garden & Outdoor,1993,4.21,0,5,0,0
2010-05-11,Garden & Outdoor,1984,3.91,1,5,0,0
2010-05-12,Garden & Outdoor,2333,4.07,2,5,0,0
2010-05-13,Garden & Outdoor,2541,4.12,3,5,0,0
2010-05-14,Garden & Outdoor,1509,3.58,4,5,0,0
2010-05-15,Garden & Outdoor,0,3.58,5,5,1,0
2010-05-16,Garden & Outdoor,1815,3.1,6,5,1,0
2010-05-17,Garden & Outdoor,3584,3.06,0,5,0,0
2010-05-18,Garden & Outdoor,4139,3.65,1,5,0,0
2010-05-19,Garden & Outdoor,1118,4.67,2,5,0,0
2010-05-20,Garden & Outdoor,1720,3.24,3,5,0,0
2010-05-21,Garden & Outdoor,1924,4.44,4,5,0,0
2010-05-22,Garden & Outdoor,0,4.44,5,5,1,0
2010-05-23,Garden & Outdoor,1745,4.66,6,5,1,0
2010-05-24,Garden & Outdoor,2309,3.79,0,5,0,0
2010-05-25,Garden & Outdoor,1759,3.68,1,5,0,0
2010-05-26,Garden & Outdoor,2196,4.38,2,5,0,0
2010-05-27,Garden & Outdoor,2000,3.36,3,5,0,0
2010-05-28,Garden & Outdoor,1069,4.63,4,5,0,0
2010-05-29,Garden & Outdoor,0,4.63,5,5,1,0
2010-05-30,Garden & Outdoor,795,3.23,6,5,1,0
2010-05-31,Garden & Outdoor,0,3.23,0,5,0,0
2010-06-01,Garden & Outdoor,681,3.65,1,6,0,0
2010-06-02,Garden & Outdoor,2643,3.99,2,6,0,0
2010-06-03,Garden & Outdoor,2842,3.44,3,6,0,0
2010-06-04,Garden & Outdoor,1595,5.07,4,6,0,0
2010-06-05,Garden & Outdoor,0,5.07,5,6,1,0
2010-06-06,Garden & Outdoor,2048,3.5,6,6,1,0
2010-06-07,Garden & Outdoor,2730,3.58,0,6,0,0
2010-06-08,Garden & Outdoor,5650,3.58,1,6,0,0
2010-06-09,Garden & Outdoor,2433,3.25,2,6,0,0
2010-06-10,Garden & Outdoor,1353,3.64,3,6,0,0
2010-06-11,Garden & Outdoor,2552,3.61,4,6,0,0
2010-06-12,Garden & Outdoor,0,3.61,5,6,1,0
2010-06-13,Garden & Outdoor,1209,3.57,6,6,1,0
2010-06-14,Garden & Outdoor,1638,3.54,0,6,0,0
2010-06-15,Garden & Outdoor,2246,3.76,1,6,0,0
2010-06-16,Garden & Outdoor,3213,3.26,2,6,0,0
2010-06-17,Garden & Outdoor,1759,3.16,3,6,0,0
2010-06-18,Garden & Outdoor,1692,3.59,4,6,0,0
2010-06-19,Garden & Outdoor,0,3.59,5,6,1,0
2010-06-20,Garden & Outdoor,764,3.98,6,6,1,0
2010-06-21,Garden & Outdoor,1220,3.73,0,6,0,0
2010-06-22,Garden & Outdoor,1035,4.18,1,6,0,0
2010-06-23,Garden & Outdoor,1564,4.04,2,6,0,0
2010-06-24,Garden & Outdoor,1867,3.91,3,6,0,0
2010-06-25,Garden & Outdoor,667,4.22,4,6,0,0
2010-06-26,Garden & Outdoor,0,4.22,5,6,1,0
2010-06-27,Garden & Outdoor,1865,3.73,6,6,1,0
2010-06-28,Garden & Outdoor,4734,3.25,0,6,0,0
2010-06-29,Garden & Outdoor,2675,3.55,1,6,0,0
2010-06-30,Garden & Outdoor,2041,3.83,2,6,0,0
2010-07-01,Garden & Outdoor,1679,3.36,3,7,0,0
2010-07-02,Garden & Outdoor,1244,2.82,4,7,0,0
2010-07-03,Garden & Outdoor,0,2.82,5,7,1,0
2010-07-04,Garden & Outdoor,761,3.89,6,7,1,0
2010-07-05,Garden & Outdoor,3020,3.55,0,7,0,0
2010-07-06,Garden & Outdoor,1863,3.54,1,7,0,0
2010-07-07,Garden & Outdoor,2157,4.16,2,7,0,0
2010-07-08,Garden & Outdoor,1357,3.28,3,7,0,0
2010-07-09,Garden & Outdoor,1902,4.61,4,7,0,0
2010-07-10,Garden & Outdoor,0,4.61,5,7,1,0
2010-07-11,Garden & Outdoor,1128,3.29,6,7,1,0
2010-07-12,Garden & Outdoor,1446,3.64,0,7,0,0
2010-07-13,Garden & Outdoor,768,4.13,1,7,0,0
2010-07-14,Garden & Outdoor,2736,3.21,2,7,0,0
2010-07-15,Garden & Outdoor,2308,2.62,3,7,0,0
2010-07-16,Garden & Outdoor,1861,3.45,4,7,0,0
2010-07-17,Garden & Outdoor,0,3.45,5,7,1,0
2010-07-18,Garden & Outdoor,972,2.62,6,7,1,0
2010-07-19,Garden & Outdoor,3288,3.12,0,7,0,0
2010-07-20,Garden & Outdoor,1919,3.22,1,7,0,0
2010-07-21,Garden & Outdoor,1448,3.36,2,7,0,0
2010-07-22,Garden & Outdoor,1545,4.46,3,7,0,0
2010-07-23,Garden & Outdoor,2447,2.99,4,7,0,0
2010-07-24,Garden & Outdoor,0,2.99,5,7,1,0
2010-07-25,Garden & Outdoor,1068,2.44,6,7,1,0
2010-07-26,Garden & Outdoor,1148,3.94,0,7,0,0
2010-07-27,Garden & Outdoor,923,2.86,1,7,0,0
2010-07-28,Garden & Outdoor,1426,3.14,2,7,0,0
2010-07-29,Garden & Outdoor,1270,3.31,3,7,0,0
2010-07-30,Garden & Outdoor,695,3.35,4,7,0,0
2010-07-31,Garden & Outdoor,0,3.35,5,7,1,0
2010-08-01,Garden & Outdoor,572,3.03,6,8,1,0
2010-08-02,Garden & Outdoor,1670,4.07,0,8,0,0
2010-08-03,Garden & Outdoor,1713,3.06,1,8,0,0
2010-08-04,Garden & Outdoor,1270,3.6,2,8,0,0
2010-08-05,Garden & Outdoor,2310,2.58,3,8,0,0
2010-08-06,Garden & Outdoor,858,3.3,4,8,0,0
2010-08-07,Garden & Outdoor,0,3.3,5,8,1,0
2010-08-08,Garden & Outdoor,341,3.14,6,8,1,0
2010-08-09,Garden & Outdoor,1268,2.48,0,8,0,0
2010-08-10,Garden & Outdoor,2290,3.42,1,8,0,0
2010-08-11,Garden & Outdoor,988,3.21,2,8,0,0
2010-08-12,Garden & Outdoor,1206,3.32,3,8,0,0
2010-08-13,Garden & Outdoor,1978,3.73,4,8,0,0
2010-08-14,Garden & Outdoor,0,3.73,5,8,1,0
2010-08-15,Garden & Outdoor,1356,3.12,6,8,1,0
2010-08-16,Garden & Outdoor,1922,3.6,0,8,0,0
2010-08-17,Garden & Outdoor,1814,3.21,1,8,0,0
2010-08-18,Garden & Outdoor,2350,3.99,2,8,0,0
2010-08-19,Garden & Outdoor,1022,3.42,3,8,0,0
2010-08-20,Garden & Outdoor,1537,3.12,4,8,0,0
2010-08-21,Garden & Outdoor,0,3.12,5,8,1,0
2010-08-22,Garden & Outdoor,1271,3.05,6,8,1,0
2010-08-23,Garden & Outdoor,902,2.89,0,8,0,0
2010-08-24,Garden & Outdoor,1523,3.38,1,8,0,0
2010-08-25,Garden & Outdoor,1409,3.58,2,8,0,0
2010-08-26,Garden & Outdoor,942,4.4,3,8,0,0
2010-08-27,Garden & Outdoor,493,5.03,4,8,0,0
2010-08-28,Garden & Outdoor,0,5.03,5,8,1,0
2010-08-29,Garden & Outdoor,586,3.05,6,8,1,0
2010-08-30,Garden & Outdoor,0,3.05,0,8,0,0
2010-08-31,Garden & Outdoor,1471,3.65,1,8,0,0
2010-09-01,Garden & Outdoor,1050,3.85,2,9,0,0
2010-09-02,Garden & Outdoor,2890,3.04,3,9,0,0
2010-09-03,Garden & Outdoor,3124,3.66,4,9,0,0
2010-09-04,Garden & Outdoor,0,3.66,5,9,1,0
2010-09-05,Garden & Outdoor,534,3.18,6,9,1,0
2010-09-06,Garden & Outdoor,1646,3.42,0,9,0,0
2010-09-07,Garden & Outdoor,1971,2.91,1,9,0,0
2010-09-08,Garden & Outdoor,1701,2.87,2,9,0,0
2010-09-09,Garden & Outdoor,1055,2.9,3,9,0,0
2010-09-10,Garden & Outdoor,1084,3.1,4,9,0,0
2010-09-11,Garden & Outdoor,0,3.1,5,9,1,0
2010-09-12,Garden & Outdoor,1090,3.51,6,9,1,0
2010-09-13,Garden & Outdoor,1362,3.96,0,9,0,0
2010-09-14,Garden & Outdoor,1169,3.23,1,9,0,0
2010-09-15,Garden & Outdoor,2520,3.06,2,9,0,0
2010-09-16,Garden & Outdoor,1493,3.07,3,9,0,0
2010-09-17,Garden & Outdoor,1147,3.69,4,9,0,0
2010-09-18,Garden & Outdoor,0,3.69,5,9,1,0
2010-09-19,Garden & Outdoor,1211,3.1,6,9,1,0
2010-09-20,Garden & Outdoor,2415,3.54,0,9,0,0
2010-09-21,Garden & Outdoor,4070,4.0,1,9,0,0
2010-09-22,Garden & Outdoor,1066,4.37,2,9,0,0
2010-09-23,Garden & Outdoor,1272,3.68,3,9,0,0
2010-09-24,Garden & Outdoor,1453,3.72,4,9,0,0
2010-09-25,Garden & Outdoor,0,3.72,5,9,1,0
2010-09-26,Garden & Outdoor,914,3.4,6,9,1,0
2010-09-27,Garden & Outdoor,2582,4.42,0,9,0,0
2010-09-28,Garden & Outdoor,1625,4.26,1,9,0,0
2010-09-29,Garden & Outdoor,1810,3.62,2,9,0,0
2010-09-30,Garden & Outdoor,2474,3.27,3,9,0,0
2010-10-01,Garden & Outdoor,2133,3.43,4,10,0,0
2010-10-02,Garden & Outdoor,0,3.43,5,10,1,0
2010-10-03,Garden & Outdoor,1200,3.24,6,10,1,0
2010-10-04,Garden & Outdoor,1444,3.7,0,10,0,0
2010-10-05,Garden & Outdoor,2064,3.25,1,10,0,0
2010-10-06,Garden & Outdoor,1315,2.91,2,10,0,0
2010-10-07,Garden & Outdoor,1671,3.88,3,10,0,0
2010-10-08,Garden & Outdoor,3397,4.23,4,10,0,0
2010-10-09,Garden & Outdoor,0,4.23,5,10,1,0
2010-10-10,Garden & Outdoor,1124,3.05,6,10,1,0
2010-10-11,Garden & Outdoor,2137,3.15,0,10,0,0
2010-10-12,Garden & Outdoor,2657,3.51,1,10,0,0
2010-10-13,Garden & Outdoor,2271,4.04,2,10,0,0
2010-10-14,Garden & Outdoor,2452,3.59,3,10,0,0
2010-10-15,Garden & Outdoor,1925,3.88,4,10,0,0
2010-10-16,Garden & Outdoor,0,3.88,5,10,1,0
2010-10-17,Garden & Outdoor,1561,3.45,6,10,1,0
2010-10-18,Garden & Outdoor,1228,3.75,0,10,0,0
2010-10-19,Garden & Outdoor,2466,3.5,1,10,0,0
2010-10-20,Garden & Outdoor,1402,3.5,2,10,0,0
2010-10-21,Garden & Outdoor,1467,3.56,3,10,0,0
2010-10-22,Garden & Outdoor,1401,4.81,4,10,0,0
2010-10-23,Garden & Outdoor,0,4.81,5,10,1,0
2010-10-24,Garden & Outdoor,1092,3.1,6,10,1,0
2010-10-25,Garden & Outdoor,1074,3.97,0,10,0,0
2010-10-26,Garden & Outdoor,1497,3.71,1,10,0,0
2010-10-27,Garden & Outdoor,859,3.37,2,10,0,0
2010-10-28,Garden & Outdoor,855,4.22,3,10,0,0
2010-10-29,Garden & Outdoor,1212,3.56,4,10,0,0
2010-10-30,Garden & Outdoor,0,3.56,5,10,1,0
2010-10-31,Garden & Outdoor,979,3.31,6,10,1,0
2010-11-01,Garden & Outdoor,695,4.37,0,11,0,0
2010-11-02,Garden & Outdoor,2026,3.81,1,11,0,0
2010-11-03,Garden & Outdoor,1119,3.08,2,11,0,0
2010-11-04,Garden & Outdoor,3845,3.54,3,11,0,0
2010-11-05,Garden & Outdoor,2546,3.7,4,11,0,0
2010-11-06,Garden & Outdoor,0,3.7,5,11,1,0
2010-11-07,Garden & Outdoor,1500,2.62,6,11,1,0
2010-11-08,Garden & Outdoor,1532,3.36,0,11,0,0
2010-11-09,Garden & Outdoor,2255,3.74,1,11,0,0
2010-11-10,Garden & Outdoor,2019,3.66,2,11,0,0
2010-11-11,Garden & Outdoor,3115,3.62,3,11,0,0
2010-11-12,Garden & Outdoor,1369,4.14,4,11,0,0
2010-11-13,Garden & Outdoor,0,4.14,5,11,1,0
2010-11-14,Garden & Outdoor,1115,2.95,6,11,1,0
2010-11-15,Garden & Outdoor,2167,3.63,0,11,0,0
2010-11-16,Garden & Outdoor,3134,3.49,1,11,0,0
2010-11-17,Garden & Outdoor,1506,4.4,2,11,0,0
2010-11-18,Garden & Outdoor,1959,3.78,3,11,0,0
2010-11-19,Garden & Outdoor,1889,3.28,4,11,0,0
2010-11-20,Garden & Outdoor,0,3.28,5,11,1,0
2010-11-21,Garden & Outdoor,1417,3.06,6,11,1,0
2010-11-22,Garden & Outdoor,1308,3.87,0,11,0,0
2010-11-23,Garden & Outdoor,1861,3.79,1,11,0,0
2010-11-24,Garden & Outdoor,2553,3.86,2,11,0,0
2010-11-25,Garden & Outdoor,2826,3.66,3,11,0,0
2010-11-26,Garden & Outdoor,1382,4.55,4,11,0,0
2010-11-27,Garden & Outdoor,0,4.55,5,11,1,0
2010-11-28,Garden & Outdoor,1230,3.43,6,11,1,0
2010-11-29,Garden & Outdoor,3504,4.48,0,11,0,0
2010-11-30,Garden & Outdoor,2594,3.24,1,11,0,0
2010-12-01,Garden & Outdoor,4924,4.06,2,12,0,0
2010-12-02,Garden & Outdoor,3204,3.23,3,12,0,0
2010-12-03,Garden & Outdoor,1768,5.5,4,12,0,0
2010-12-04,Garden & Outdoor,0,5.5,5,12,1,0
2010-12-05,Garden & Outdoor,2184,3.13,6,12,1,0
2010-12-06,Garden & Outdoor,2670,4.52,0,12,0,0
2010-12-07,Garden & Outdoor,5690,5.55,1,12,0,0
2010-12-08,Garden & Outdoor,3482,3.6,2,12,0,0
2010-12-09,Garden & Outdoor,1754,4.56,3,12,0,0
2010-12-10,Garden & Outdoor,1296,5.24,4,12,0,0
2010-12-11,Garden & Outdoor,0,5.24,5,12,1,0
2010-12-12,Garden & Outdoor,858,2.58,6,12,1,0
2010-12-13,Garden & Outdoor,1581,3.79,0,12,0,0
2010-12-14,Garden & Outdoor,1206,3.84,1,12,0,0
2010-12-15,Garden & Outdoor,728,2.77,2,12,0,0
2010-12-16,Garden & Outdoor,4221,3.19,3,12,0,0
2010-12-17,Garden & Outdoor,1176,4.72,4,12,0,0
2010-12-18,Garden & Outdoor,0,4.72,5,12,1,0
2010-12-19,Garden & Outdoor,140,3.28,6,12,1,0
2010-12-20,Garden & Outdoor,529,4.41,0,12,0,0
2010-12-21,Garden & Outdoor,1657,6.16,1,12,0,0
2010-12-22,Garden & Outdoor,334,2.68,2,12,0,0
2010-12-23,Garden & Outdoor,346,3.97,3,12,0,0
2010-12-24,Garden & Outdoor,0,3.97,4,12,0,0
2010-12-25,Garden & Outdoor,0,3.97,5,12,1,0
2010-12-26,Garden & Outdoor,0,3.97,6,12,1,0
2010-12-27,Garden & Outdoor,0,3.97,0,12,0,0
2010-12-28,Garden & Outdoor,0,3.97,1,12,0,0
2010-12-29,Garden & Outdoor,0,3.97,2,12,0,0
2010-12-30,Garden & Outdoor,0,3.97,3,12,0,0
2010-12-31,Garden & Outdoor,0,3.97,4,12,0,0
2011-01-01,Garden & Outdoor,0,3.97,5,1,1,0
2011-01-02,Garden & Outdoor,0,3.97,6,1,1,0
2011-01-03,Garden & Outdoor,0,3.97,0,1,0,0
2011-01-04,Garden & Outdoor,534,3.23,1,1,0,0
2011-01-05,Garden & Outdoor,2383,3.13,2,1,0,0
2011-01-06,Garden & Outdoor,2371,3.52,3,1,0,0
2011-01-07,Garden & Outdoor,1664,3.17,4,1,0,0
2011-01-08,Garden & Outdoor,0,3.17,5,1,1,0
2011-01-09,Garden & Outdoor,694,3.26,6,1,1,0
2011-01-10,Garden & Outdoor,901,3.63,0,1,0,0
2011-01-11,Garden & Outdoor,997,3.07,1,1,0,0
2011-01-12,Garden & Outdoor,595,3.62,2,1,0,0
2011-01-13,Garden & Outdoor,1112,2.85,3,1,0,0
2011-01-14,Garden & Outdoor,2246,4.4,4,1,0,0
2011-01-15,Garden & Outdoor,0,4.4,5,1,1,0
2011-01-16,Garden & Outdoor,211,3.1,6,1,1,0
2011-01-17,Garden & Outdoor,955,4.09,0,1,0,0
2011-01-18,Garden & Outdoor,548,3.71,1,1,0,0
2011-01-19,Garden & Outdoor,2121,2.77,2,1,0,0
2011-01-20,Garden & Outdoor,782,3.4,3,1,0,0
2011-01-21,Garden & Outdoor,1043,3.52,4,1,0,0
2011-01-22,Garden & Outdoor,0,3.52,5,1,1,0
2011-01-23,Garden & Outdoor,311,3.39,6,1,1,0
2011-01-24,Garden & Outdoor,945,4.04,0,1,0,0
2011-01-25,Garden & Outdoor,1884,4.03,1,1,0,0
2011-01-26,Garden & Outdoor,659,3.39,2,1,0,0
2011-01-27,Garden & Outdoor,1090,3.52,3,1,0,0
2011-01-28,Garden & Outdoor,673,4.27,4,1,0,0
2011-01-29,Garden & Outdoor,0,4.27,5,1,1,0
2011-01-30,Garden & Outdoor,245,3.35,6,1,1,0
2011-01-31,Garden & Outdoor,1031,3.94,0,1,0,0
2011-02-01,Garden & Outdoor,1690,3.32,1,2,0,0
2011-02-02,Garden & Outdoor,1085,3.57,2,2,0,0
2011-02-03,Garden & Outdoor,1036,3.89,3,2,0,0
2011-02-04,Garden & Outdoor,889,3.57,4,2,0,0
2011-02-05,Garden & Outdoor,0,3.57,5,2,1,0
2011-02-06,Garden & Outdoor,220,2.27,6,2,1,0
2011-02-07,Garden & Outdoor,725,3.72,0,2,0,0
2011-02-08,Garden & Outdoor,714,4.44,1,2,0,0
2011-02-09,Garden & Outdoor,746,4.23,2,2,0,0
2011-02-10,Garden & Outdoor,1203,3.05,3,2,0,0
2011-02-11,Garden & Outdoor,3220,3.8,4,2,0,0
2011-02-12,Garden & Outdoor,0,3.8,5,2,1,0
2011-02-13,Garden & Outdoor,397,2.75,6,2,1,0
2011-02-14,Garden & Outdoor,2241,3.25,0,2,0,0
2011-02-15,Garden & Outdoor,1720,3.69,1,2,0,0
2011-02-16,Garden & Outdoor,896,3.28,2,2,0,0
2011-02-17,Garden & Outdoor,1148,4.45,3,2,0,0
2011-02-18,Garden & Outdoor,1225,2.69,4,2,0,0
2011-02-19,Garden & Outdoor,0,2.69,5,2,1,0
2011-02-20,Garden & Outdoor,634,3.75,6,2,1,0
2011-02-21,Garden & Outdoor,2504,3.54,0,2,0,0
2011-02-22,Garden & Outdoor,1554,4.29,1,2,0,0
2011-02-23,Garden & Outdoor,1225,3.9,2,2,0,0
2011-02-24,Garden & Outdoor,1303,3.7,3,2,0,0
2011-02-25,Garden & Outdoor,1028,3.3,4,2,0,0
2011-02-26,Garden & Outdoor,0,3.3,5,2,1,0
2011-02-27,Garden & Outdoor,559,4.03,6,2,1,0
2011-02-28,Garden & Outdoor,854,3.94,0,2,0,0
2011-03-01,Garden & Outdoor,1691,3.18,1,3,0,0
2011-03-02,Garden & Outdoor,898,3.42,2,3,0,0
2011-03-03,Garden & Outdoor,1400,3.31,3,3,0,0
2011-03-04,Garden & Outdoor,2522,3.14,4,3,0,0
2011-03-05,Garden & Outdoor,0,3.14,5,3,1,0
2011-03-06,Garden & Outdoor,357,5.16,6,3,1,0
2011-03-07,Garden & Outdoor,1390,5.21,0,3,0,0
2011-03-08,Garden & Outdoor,1886,2.93,1,3,0,0
2011-03-09,Garden & Outdoor,690,5.34,2,3,0,0
2011-03-10,Garden & Outdoor,1548,3.06,3,3,0,0
2011-03-11,Garden & Outdoor,907,5.11,4,3,0,0
2011-03-12,Garden & Outdoor,0,5.11,5,3,1,0
2011-03-13,Garden & Outdoor,241,3.45,6,3,1,0
2011-03-14,Garden & Outdoor,1931,3.34,0,3,0,0
2011-03-15,Garden & Outdoor,903,3.82,1,3,0,0
2011-03-16,Garden & Outdoor,879,4.06,2,3,0,0
2011-03-17,Garden & Outdoor,2588,3.46,3,3,0,0
2011-03-18,Garden & Outdoor,1159,3.66,4,3,0,0
2011-03-19,Garden & Outdoor,0,3.66,5,3,1,0
2011-03-20,Garden & Outdoor,685,3.72,6,3,1,0
2011-03-21,Garden & Outdoor,1225,3.09,0,3,0,0
2011-03-22,Garden & Outdoor,1418,4.04,1,3,0,0
2011-03-23,Garden & Outdoor,1289,3.34,2,3,0,0
2011-03-24,Garden & Outdoor,2697,3.31,3,3,0,0
2011-03-25,Garden & Outdoor,2121,3.97,4,3,0,0
2011-03-26,Garden & Outdoor,0,3.97,5,3,1,0
2011-03-27,Garden & Outdoor,464,2.88,6,3,1,0
2011-03-28,Garden & Outdoor,1161,3.0,0,3,0,0
2011-03-29,Garden & Outdoor,3492,3.76,1,3,0,0
2011-03-30,Garden & Outdoor,1470,3.28,2,3,0,0
2011-03-31,Garden & Outdoor,1441,4.48,3,3,0,0
2011-04-01,Garden & Outdoor,3238,3.14,4,4,0,0
2011-04-02,Garden & Outdoor,0,3.14,5,4,1,0
2011-04-03,Garden & Outdoor,181,3.31,6,4,1,0
2011-04-04,Garden & Outdoor,1233,3.97,0,4,0,0
2011-04-05,Garden & Outdoor,1866,3.38,1,4,0,0
2011-04-06,Garden & Outdoor,942,3.19,2,4,0,0
2011-04-07,Garden & Outdoor,847,3.11,3,4,0,0
2011-04-08,Garden & Outdoor,2585,3.66,4,4,0,0
2011-04-09,Garden & Outdoor,0,3.66,5,4,1,0
2011-04-10,Garden & Outdoor,563,2.82,6,4,1,0
2011-04-11,Garden & Outdoor,1356,2.92,0,4,0,0
2011-04-12,Garden & Outdoor,1386,3.29,1,4,0,0
2011-04-13,Garden & Outdoor,2037,2.83,2,4,0,0
2011-04-14,Garden & Outdoor,1957,5.86,3,4,0,0
2011-04-15,Garden & Outdoor,816,5.6,4,4,0,0
2011-04-16,Garden & Outdoor,0,5.6,5,4,1,0
2011-04-17,Garden & Outdoor,1188,2.62,6,4,1,0
2011-04-18,Garden & Outdoor,1305,3.65,0,4,0,0
2011-04-19,Garden & Outdoor,1089,3.9,1,4,0,0
2011-04-20,Garden & Outdoor,2402,3.02,2,4,0,0
2011-04-21,Garden & Outdoor,1645,5.62,3,4,0,0
2011-04-22,Garden & Outdoor,0,5.62,4,4,0,0
2011-04-23,Garden & Outdoor,0,5.62,5,4,1,0
2011-04-24,Garden & Outdoor,0,5.62,6,4,1,0
2011-04-25,Garden & Outdoor,0,5.62,0,4,0,0
2011-04-26,Garden & Outdoor,1225,3.83,1,4,0,0
2011-04-27,Garden & Outdoor,1099,3.0,2,4,0,0
2011-04-28,Garden & Outdoor,1078,3.28,3,4,0,0
2011-04-29,Garden & Outdoor,0,3.28,4,4,0,0
2011-04-30,Garden & Outdoor,0,3.28,5,4,1,0
2011-05-01,Garden & Outdoor,357,3.25,6,5,1,0
2011-05-02,Garden & Outdoor,0,3.25,0,5,0,0
2011-05-03,Garden & Outdoor,1570,3.8,1,5,0,0
2011-05-04,Garden & Outdoor,1333,3.09,2,5,0,0
2011-05-05,Garden & Outdoor,2099,3.77,3,5,0,0
2011-05-06,Garden & Outdoor,1959,3.51,4,5,0,0
2011-05-07,Garden & Outdoor,0,3.51,5,5,1,0
2011-05-08,Garden & Outdoor,841,2.91,6,5,1,0
2011-05-09,Garden & Outdoor,1360,3.67,0,5,0,0
2011-05-10,Garden & Outdoor,1832,6.22,1,5,0,0
2011-05-11,Garden & Outdoor,1606,3.16,2,5,0,0
2011-05-12,Garden & Outdoor,2996,3.24,3,5,0,0
2011-05-13,Garden & Outdoor,1178,3.39,4,5,0,0
2011-05-14,Garden & Outdoor,0,3.39,5,5,1,0
2011-05-15,Garden & Outdoor,352,3.19,6,5,1,0
2011-05-16,Garden & Outdoor,1257,4.75,0,5,0,0
2011-05-17,Garden & Outdoor,2436,3.98,1,5,0,0
2011-05-18,Garden & Outdoor,1585,3.9,2,5,0,0
2011-05-19,Garden & Outdoor,1456,3.76,3,5,0,0
2011-05-20,Garden & Outdoor,1112,2.83,4,5,0,0
2011-05-21,Garden & Outdoor,0,2.83,5,5,1,0
2011-05-22,Garden & Outdoor,1009,3.26,6,5,1,0
2011-05-23,Garden & Outdoor,1485,3.72,0,5,0,0
2011-05-24,Garden & Outdoor,1043,4.04,1,5,0,0
2011-05-25,Garden & Outdoor,1198,3.01,2,5,0,0
2011-05-26,Garden & Outdoor,1338,3.53,3,5,0,0
2011-05-27,Garden & Outdoor,943,4.32,4,5,0,0
2011-05-28,Garden & Outdoor,0,4.32,5,5,1,0
2011-05-29,Garden & Outdoor,311,3.3,6,5,1,0
2011-05-30,Garden & Outdoor,0,3.3,0,5,0,0
2011-05-31,Garden & Outdoor,1557,3.98,1,5,0,0
2011-06-01,Garden & Outdoor,989,3.79,2,6,0,0
2011-06-02,Garden & Outdoor,1390,4.28,3,6,0,0
2011-06-03,Garden & Outdoor,524,3.87,4,6,0,0
2011-06-04,Garden & Outdoor,0,3.87,5,6,1,0
2011-06-05,Garden & Outdoor,1231,3.42,6,6,1,0
2011-06-06,Garden & Outdoor,843,4.3,0,6,0,0
2011-06-07,Garden & Outdoor,1452,3.91,1,6,0,0
2011-06-08,Garden & Outdoor,1855,4.11,2,6,0,0
2011-06-09,Garden & Outdoor,1687,4.75,3,6,0,0
2011-06-10,Garden & Outdoor,1312,3.76,4,6,0,0
2011-06-11,Garden & Outdoor,0,3.76,5,6,1,0
2011-06-12,Garden & Outdoor,2146,3.57,6,6,1,0
2011-06-13,Garden & Outdoor,965,3.82,0,6,0,0
2011-06-14,Garden & Outdoor,1167,3.18,1,6,0,0
2011-06-15,Garden & Outdoor,2202,3.91,2,6,0,0
2011-06-16,Garden & Outdoor,1457,3.42,3,6,0,0
2011-06-17,Garden & Outdoor,936,3.45,4,6,0,0
2011-06-18,Garden & Outdoor,0,3.45,5,6,1,0
2011-06-19,Garden & Outdoor,1406,3.29,6,6,1,0
2011-06-20,Garden & Outdoor,1881,4.17,0,6,0,0
2011-06-21,Garden & Outdoor,2086,4.28,1,6,0,0
2011-06-22,Garden & Outdoor,1043,3.15,2,6,0,0
2011-06-23,Garden & Outdoor,1184,3.42,3,6,0,0
2011-06-24,Garden & Outdoor,953,4.13,4,6,0,0
2011-06-25,Garden & Outdoor,0,4.13,5,6,1,0
2011-06-26,Garden & Outdoor,310,4.17,6,6,1,0
2011-06-27,Garden & Outdoor,1004,4.8,0,6,0,0
2011-06-28,Garden & Outdoor,2068,4.01,1,6,0,0
2011-06-29,Garden & Outdoor,1358,3.44,2,6,0,0
2011-06-30,Garden & Outdoor,895,3.26,3,6,0,0
2011-07-01,Garden & Outdoor,528,4.1,4,7,0,0
2011-07-02,Garden & Outdoor,0,4.1,5,7,1,0
2011-07-03,Garden & Outdoor,212,2.93,6,7,1,0
2011-07-04,Garden & Outdoor,1086,3.42,0,7,0,0
2011-07-05,Garden & Outdoor,2079,3.66,1,7,0,0
2011-07-06,Garden & Outdoor,1618,2.81,2,7,0,0
2011-07-07,Garden & Outdoor,1418,3.32,3,7,0,0
2011-07-08,Garden & Outdoor,1362,4.91,4,7,0,0
2011-07-09,Garden & Outdoor,0,4.91,5,7,1,0
2011-07-10,Garden & Outdoor,685,2.94,6,7,1,0
2011-07-11,Garden & Outdoor,613,3.05,0,7,0,0
2011-07-12,Garden & Outdoor,1966,3.5,1,7,0,0
2011-07-13,Garden & Outdoor,1191,4.56,2,7,0,0
